Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-06-05	56	34	60.7	0	0.0	0	0
2020-07-07	56	43	76.8	0	0.0	0	0
2020-04-30	80	26	32.5	3	3.8	1	33.3
2020-05-05	77	23	29.9	1	1.3	1	100.0
2020-07-02	56	47	83.9	0	0.0	0	0
2020-06-21	56	42	75.0	0	0.0	0	0
2020-06-26	56	40	71.4	0	0.0	0	0
2020-06-18	56	41	73.2	0	0.0	0	0
2020-05-21	87	31	35.6	2	2.3	2	100.0
2020-06-09	56	34	60.7	0	0.0	0	0
2020-05-13	88	32	36.4	2	2.3	2	100.0
2020-07-27	56	33	58.9	1	1.8	1	100.0
2020-07-16	56	36	64.3	0	0.0	0	0
2020-06-28	56	46	82.1	0	0.0	0	0
2020-07-22	56	30	53.6	0	0.0	0	0
2020-05-23	88	32	36.4	3	3.4	2	66.7
2020-05-25	56	27	48.2	4	7.1	2	50.0
2020-07-29	56	38	67.9	2	3.6	1	50.0
2020-05-29	56	34	60.7	4	7.1	2	50.0
2020-07-03	56	47	83.9	0	0.0	0	0
2020-06-07	56	34	60.7	1	1.8	0	0.0
2020-06-11	56	31	55.4	0	0.0	0	0
2020-04-28	70	21	30.0	3	4.3	1	33.3
2020-07-18	56	33	58.9	0	0.0	0	0
2020-07-26	56	31	55.4	1	1.8	1	100.0
2020-05-24	56	30	53.6	3	5.4	2	66.7
2020-06-30	56	43	76.8	0	0.0	0	0
2020-06-25	56	36	64.3	0	0.0	0	0
2020-06-04	56	40	71.4	2	3.6	1	50.0
2020-07-11	56	39	69.6	0	0.0	0	0
2020-07-15	56	42	75.0	0	0.0	0	0
2020-04-27	70	21	30.0	3	4.3	1	33.3
2020-06-27	56	40	71.4	0	0.0	0	0
2020-07-14	56	44	78.6	0	0.0	0	0
2020-06-10	56	31	55.4	0	0.0	0	0
2020-06-16	56	43	76.8	0	0.0	0	0
2020-07-09	56	45	80.4	0	0.0	0	0
2020-06-13	56	44	78.6	1	1.8	1	100.0
2020-05-16	87	31	35.6	2	2.3	2	100.0
2020-05-20	88	32	36.4	2	2.3	2	100.0
2020-05-31	56	32	57.1	4	7.1	2	50.0
2020-06-17	56	43	76.8	0	0.0	0	0
2020-06-22	56	33	58.9	0	0.0	0	0
2020-07-21	56	33	58.9	0	0.0	0	0
2020-06-24	56	44	78.6	0	0.0	0	0
2020-06-02	56	35	62.5	2	3.6	2	100.0
2020-06-08	56	30	53.6	1	1.8	0	0.0
2020-07-24	56	34	60.7	1	1.8	0	0.0
2020-05-26	56	35	62.5	4	7.1	2	50.0
2020-04-26	73	24	32.9	2	2.7	1	50.0
2020-06-06	56	32	57.1	0	0.0	0	0
2020-05-18	86	30	34.9	2	2.3	2	100.0
2020-05-15	87	31	35.6	2	2.3	2	100.0
2020-05-11	88	34	38.6	2	2.3	2	100.0
2020-05-10	86	32	37.2	2	2.3	2	100.0
2020-05-02	82	28	34.1	3	3.7	1	33.3
2020-07-25	56	32	57.1	1	1.8	1	100.0
2020-06-12	56	38	67.9	0	0.0	0	0
2020-07-04	56	44	78.6	0	0.0	0	0
2020-05-04	77	23	29.9	1	1.3	1	100.0
2020-06-03	56	37	66.1	2	3.6	1	50.0
2020-07-01	56	43	76.8	0	0.0	0	0
2020-07-05	56	41	73.2	0	0.0	0	0
2020-06-23	56	39	69.6	0	0.0	0	0
2020-06-20	56	41	73.2	0	0.0	0	0
2020-05-06	82	28	34.1	2	2.4	2	100.0
2020-04-29	75	26	34.7	3	4.0	1	33.3
2020-07-23	56	32	57.1	0	0.0	0	0
2020-05-12	80	24	30.0	2	2.5	2	100.0
2020-07-10	56	43	76.8	0	0.0	0	0
2020-05-09	75	21	28.0	2	2.7	2	100.0
2020-07-13	56	43	76.8	0	0.0	0	0
2020-05-22	88	32	36.4	3	3.4	2	66.7
2020-07-17	56	31	55.4	0	0.0	0	0
2020-05-30	56	28	50.0	4	7.1	2	50.0
2020-05-27	56	33	58.9	4	7.1	2	50.0
2020-05-28	56	32	57.1	4	7.1	2	50.0
2020-05-17	85	29	34.1	2	2.4	2	100.0
2020-06-15	56	39	69.6	1	1.8	1	100.0
2020-05-08	74	20	27.0	2	2.7	2	100.0
2020-07-08	56	45	80.4	0	0.0	0	0
2020-06-14	56	38	67.9	1	1.8	1	100.0
2020-05-19	88	32	36.4	2	2.3	2	100.0
2020-07-20	56	30	53.6	0	0.0	0	0
2020-07-06	56	40	71.4	0	0.0	0	0
2020-05-07	82	28	34.1	2	2.4	2	100.0
2020-05-01	80	26	32.5	3	3.8	1	33.3
2020-07-28	56	34	60.7	1	1.8	1	100.0
2020-07-19	56	35	62.5	0	0.0	0	0
2020-06-19	56	43	76.8	0	0.0	0	0
2020-05-14	88	32	36.4	2	2.3	2	100.0
2020-06-01	56	30	53.6	4	7.1	2	50.0
2020-05-03	77	23	29.9	3	3.9	1	33.3
2020-06-29	56	44	78.6	0	0.0	0	0
2020-07-12	56	38	67.9	0	0.0	0	0
