Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-07-10	96	51	53.1	0	0.0	0	0
2020-05-24	96	45	46.9	1	1.0	0	0.0
2020-07-12	96	44	45.8	0	0.0	0	0
2020-07-16	98	54	55.1	0	0.0	0	0
2020-06-17	96	42	43.8	0	0.0	0	0
2020-06-28	96	47	49.0	0	0.0	0	0
2020-06-18	96	42	43.8	0	0.0	0	0
2020-05-30	96	45	46.9	0	0.0	0	0
2020-04-27	94	52	55.3	4	4.3	4	100.0
2020-06-13	96	50	52.1	0	0.0	0	0
2020-06-11	98	45	45.9	0	0.0	0	0
2020-07-04	96	71	74.0	0	0.0	0	0
2020-07-13	96	40	41.7	0	0.0	0	0
2020-05-25	96	41	42.7	1	1.0	0	0.0
2020-06-22	96	43	44.8	0	0.0	0	0
2020-06-14	96	47	49.0	0	0.0	0	0
2020-05-11	94	47	50.0	2	2.1	1	50.0
2020-05-21	96	47	49.0	1	1.0	0	0.0
2020-07-08	96	50	52.1	0	0.0	0	0
2020-06-07	96	49	51.0	0	0.0	0	0
2020-07-17	96	53	55.2	0	0.0	0	0
2020-07-19	96	59	61.5	0	0.0	0	0
2020-06-03	95	41	43.2	0	0.0	0	0
2020-06-02	96	40	41.7	0	0.0	0	0
2020-06-25	96	58	60.4	0	0.0	0	0
2020-05-06	94	48	51.1	4	4.3	2	50.0
2020-06-24	96	51	53.1	0	0.0	0	0
2020-07-09	96	44	45.8	0	0.0	0	0
2020-07-07	96	51	53.1	0	0.0	0	0
2020-05-22	96	47	49.0	1	1.0	0	0.0
2020-04-30	94	44	46.8	4	4.3	3	75.0
2020-05-14	94	43	45.7	2	2.1	0	0.0
2020-05-29	96	44	45.8	0	0.0	0	0
2020-05-12	94	48	51.1	2	2.1	1	50.0
2020-07-14	96	45	46.9	0	0.0	0	0
2020-05-07	94	42	44.7	3	3.2	1	33.3
2020-05-16	94	42	44.7	1	1.1	0	0.0
2020-05-31	96	43	44.8	0	0.0	0	0
2020-05-08	94	43	45.7	3	3.2	1	33.3
2020-06-08	95	42	44.2	0	0.0	0	0
2020-05-23	96	48	50.0	1	1.0	0	0.0
2020-05-28	96	46	47.9	0	0.0	0	0
2020-07-06	96	48	50.0	0	0.0	0	0
2020-07-15	100	54	54.0	0	0.0	0	0
2020-06-20	96	52	54.2	0	0.0	0	0
2020-06-29	96	52	54.2	0	0.0	0	0
2020-06-12	96	45	46.9	0	0.0	0	0
2020-04-28	94	44	46.8	4	4.3	4	100.0
2020-07-02	96	50	52.1	0	0.0	0	0
2020-06-21	96	47	49.0	0	0.0	0	0
2020-04-29	94	42	44.7	4	4.3	4	100.0
2020-06-30	96	48	50.0	0	0.0	0	0
2020-05-04	94	43	45.7	3	3.2	2	66.7
2020-05-17	95	47	49.5	2	2.1	0	0.0
2020-05-05	94	49	52.1	3	3.2	2	66.7
2020-05-18	96	44	45.8	2	2.1	0	0.0
2020-05-02	94	49	52.1	3	3.2	2	66.7
2020-06-16	96	41	42.7	0	0.0	0	0
2020-05-20	96	52	54.2	1	1.0	0	0.0
2020-06-15	96	41	42.7	0	0.0	0	0
2020-05-19	95	44	46.3	1	1.1	0	0.0
2020-05-27	96	46	47.9	1	1.0	0	0.0
2020-07-05	96	57	59.4	0	0.0	0	0
2020-05-10	94	48	51.1	2	2.1	1	50.0
2020-07-18	96	54	56.2	0	0.0	0	0
2020-06-05	96	50	52.1	0	0.0	0	0
2020-06-23	98	51	52.0	0	0.0	0	0
2020-06-04	95	44	46.3	0	0.0	0	0
2020-06-26	96	50	52.1	0	0.0	0	0
2020-06-06	96	49	51.0	0	0.0	0	0
2020-05-03	94	48	51.1	3	3.2	2	66.7
2020-07-03	96	54	56.2	0	0.0	0	0
2020-06-09	96	49	51.0	0	0.0	0	0
2020-06-19	96	44	45.8	0	0.0	0	0
2020-06-01	96	44	45.8	0	0.0	0	0
2020-06-27	96	50	52.1	0	0.0	0	0
2020-07-01	96	51	53.1	0	0.0	0	0
2020-05-26	96	49	51.0	1	1.0	0	0.0
2020-05-13	94	53	56.4	2	2.1	0	0.0
2020-04-26	94	43	45.7	5	5.3	4	80.0
2020-05-01	94	45	47.9	3	3.2	2	66.7
2020-06-10	96	49	51.0	0	0.0	0	0
2020-07-11	96	44	45.8	0	0.0	0	0
2020-05-09	94	42	44.7	3	3.2	1	33.3
2020-05-15	94	42	44.7	1	1.1	0	0.0
