Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-06-05	117	76	65.0	0	0.0	0	0
2020-07-07	117	76	65.0	0	0.0	0	0
2020-04-30	105	55	52.4	3	2.9	2	66.7
2020-05-05	85	39	45.9	1	1.2	1	100.0
2020-07-02	120	89	74.2	0	0.0	0	0
2020-06-21	69	53	76.8	0	0.0	0	0
2020-06-26	126	86	68.3	0	0.0	0	0
2020-06-18	106	72	67.9	0	0.0	0	0
2020-05-21	98	56	57.1	0	0.0	0	0
2020-06-09	117	76	65.0	0	0.0	0	0
2020-05-13	85	46	54.1	0	0.0	0	0
2020-07-27	101	63	62.4	0	0.0	0	0
2020-07-16	116	77	66.4	0	0.0	0	0
2020-06-28	116	69	59.5	0	0.0	0	0
2020-07-22	118	80	67.8	0	0.0	0	0
2020-05-23	95	48	50.5	0	0.0	0	0
2020-05-25	95	49	51.6	0	0.0	0	0
2020-07-29	100	69	69.0	0	0.0	0	0
2020-05-29	118	71	60.2	0	0.0	0	0
2020-07-03	120	85	70.8	0	0.0	0	0
2020-06-07	126	85	67.5	2	1.6	0	0.0
2020-06-11	118	84	71.2	0	0.0	0	0
2020-04-28	101	56	55.4	3	3.0	3	100.0
2020-07-18	127	79	62.2	0	0.0	0	0
2020-07-26	101	65	64.4	0	0.0	0	0
2020-05-24	95	50	52.6	0	0.0	0	0
2020-06-30	120	75	62.5	0	0.0	0	0
2020-06-25	118	80	67.8	0	0.0	0	0
2020-06-04	114	74	64.9	0	0.0	0	0
2020-07-11	126	70	55.6	0	0.0	0	0
2020-07-15	118	73	61.9	0	0.0	0	0
2020-04-27	102	51	50.0	3	2.9	3	100.0
2020-06-27	126	85	67.5	0	0.0	0	0
2020-07-14	120	70	58.3	0	0.0	0	0
2020-06-10	118	83	70.3	0	0.0	0	0
2020-06-16	108	76	70.4	0	0.0	0	0
2020-07-09	119	74	62.2	0	0.0	0	0
2020-06-13	117	77	65.8	0	0.0	0	0
2020-05-16	98	57	58.2	0	0.0	0	0
2020-05-20	102	63	61.8	0	0.0	0	0
2020-05-31	120	81	67.5	1	0.8	0	0.0
2020-06-17	107	68	63.6	0	0.0	0	0
2020-06-22	67	47	70.1	0	0.0	0	0
2020-07-21	120	78	65.0	0	0.0	0	0
2020-06-24	67	49	73.1	0	0.0	0	0
2020-06-02	120	87	72.5	1	0.8	0	0.0
2020-06-08	117	79	67.5	0	0.0	0	0
2020-07-24	120	86	71.7	0	0.0	0	0
2020-05-26	117	75	64.1	0	0.0	0	0
2020-04-26	103	49	47.6	2	1.9	4	200.0
2020-06-06	117	75	64.1	0	0.0	0	0
2020-05-18	102	62	60.8	0	0.0	0	0
2020-05-15	98	59	60.2	0	0.0	0	0
2020-05-11	79	32	40.5	0	0.0	0	0
2020-05-10	78	39	50.0	0	0.0	0	0
2020-05-02	86	47	54.7	2	2.3	1	50.0
2020-07-25	102	71	69.6	0	0.0	0	0
2020-06-12	118	79	66.9	0	0.0	0	0
2020-07-04	117	79	67.5	0	0.0	0	0
2020-05-04	86	43	50.0	1	1.2	1	100.0
2020-06-03	111	78	70.3	2	1.8	0	0.0
2020-07-01	118	80	67.8	0	0.0	0	0
2020-07-05	118	78	66.1	0	0.0	0	0
2020-06-23	67	49	73.1	0	0.0	0	0
2020-06-20	67	49	73.1	0	0.0	0	0
2020-05-06	86	44	51.2	0	0.0	0	0
2020-04-29	101	51	50.5	2	2.0	3	150.0
2020-07-23	120	90	75.0	0	0.0	0	0
2020-05-12	79	37	46.8	0	0.0	0	0
2020-07-10	118	71	60.2	0	0.0	0	0
2020-05-09	79	44	55.7	0	0.0	0	0
2020-07-13	119	67	56.3	0	0.0	0	0
2020-05-22	95	55	57.9	0	0.0	0	0
2020-07-17	118	71	60.2	0	0.0	0	0
2020-05-30	119	82	68.9	1	0.8	0	0.0
2020-05-27	116	76	65.5	0	0.0	0	0
2020-05-28	114	79	69.3	0	0.0	0	0
2020-05-17	98	59	60.2	0	0.0	0	0
2020-06-15	108	69	63.9	0	0.0	0	0
2020-05-08	81	49	60.5	0	0.0	0	0
2020-07-08	119	78	65.5	0	0.0	0	0
2020-06-14	117	69	59.0	0	0.0	0	0
2020-05-19	99	61	61.6	0	0.0	0	0
2020-07-20	128	72	56.2	0	0.0	0	0
2020-07-06	117	77	65.8	0	0.0	0	0
2020-05-07	82	47	57.3	0	0.0	0	0
2020-05-01	85	45	52.9	3	3.5	1	33.3
2020-07-28	100	76	76.0	0	0.0	0	0
2020-07-19	127	75	59.1	0	0.0	0	0
2020-06-19	65	44	67.7	0	0.0	0	0
2020-05-14	103	51	49.5	0	0.0	0	0
2020-06-01	100	70	70.0	1	1.0	0	0.0
2020-05-03	88	50	56.8	2	2.3	1	50.0
2020-06-29	125	81	64.8	0	0.0	0	0
2020-07-12	125	66	52.8	0	0.0	0	0
