# day	date	infections	deaths	new infections	new deaths	infections per million	deaths per million	new infections per million	new deaths per million
-31	2020-02-28	0	0	0	0	0.0	0.0	0.0
-30	2020-02-29	0	0	0	0	0.0	0.0	0.0
-29	2020-03-01	0	0	0	0	0.0	0.0	0.0
-28	2020-03-02	0	0	0	0	0.0	0.0	0.0
-27	2020-03-03	0	0	0	0	0.0	0.0	0.0
-26	2020-03-04	4	0	4	0	2.485	0.0	2.485
-25	2020-03-05	4	0	0	0	2.485	0.0	0.0
-24	2020-03-06	5	0	1	0	3.106	0.0	0.621
-23	2020-03-07	5	0	0	0	3.106	0.0	0.0
-22	2020-03-08	8	0	3	0	4.97	0.0	1.864
-21	2020-03-09	10	0	2	0	6.212	0.0	1.242
-20	2020-03-10	13	0	3	0	8.076	0.0	1.864
-19	2020-03-11	17	0	4	0	10.561	0.0	2.485
-18	2020-03-12	23	0	6	0	14.288	0.0	3.727
-17	2020-03-13	33	0	10	0	20.501	0.0	6.212
-16	2020-03-14	45	0	12	0	27.956	0.0	7.455
-15	2020-03-15	50	0	5	0	31.062	0.0	3.106
-14	2020-03-16	51	0	1	0	31.683	0.0	0.621
-13	2020-03-17	45	0	-6	0	27.956	0.0	-3.727
-12	2020-03-18	56	0	11	0	34.789	0.0	6.834
-11	2020-03-19	98	0	42	0	60.881	0.0	26.092
-10	2020-03-20	131	0	33	0	81.382	0.0	20.501
-9	2020-03-21	165	0	34	0	102.504	0.0	21.122
-8	2020-03-22	172	0	7	0	106.852	0.0	4.349
-7	2020-03-23	172	0	0	0	106.852	0.0	0.0
-6	2020-03-24	199	0	27	0	123.626	0.0	16.773
-5	2020-03-25	218	0	19	0	135.429	0.0	11.803
-4	2020-03-26	244	0	26	0	151.581	0.0	16.152
-3	2020-03-27	259	0	15	0	160.9	0.0	9.319
-2	2020-03-28	308	0	49	0	191.34	0.0	30.44
-1	2020-03-29	348	1	40	1	216.189	0.621	24.849
0	2020-03-30	356	1	8	0	221.159	0.621	4.97
